id,date,cluster,habit_id,completed,streak_current,streak_broken_count,effort_minutes
oper_hst_ler_30min_20260107,2026-01-07,oper,oper_hab_ler_30min,True,8,0,30
oper_hst_caminhada_20min_20260107,2026-01-07,oper,oper_hab_caminhada_20min,True,2,0,20
oper_hst_escrever_diario_20260107,2026-01-07,oper,oper_hab_escrever_diario,True,4,3,15
oper_hst_planejar_dia_20260107,2026-01-07,oper,oper_hab_planejar_dia,True,14,0,10
oper_hst_beber_2l_de_agua_20260108,2026-01-08,oper,oper_hab_beber_2l_de_agua,True,15,0,2
oper_hst_meditar_10min_20260108,2026-01-08,oper,oper_hab_meditar_10min,True,16,0,10
oper_hst_alongamento_20260108,2026-01-08,oper,oper_hab_alongamento,True,16,0,10
oper_hst_ler_30min_20260108,2026-01-08,oper,oper_hab_ler_30min,True,9,0,30
oper_hst_caminhada_20min_20260108,2026-01-08,oper,oper_hab_caminhada_20min,True,3,0,20
oper_hst_escrever_diario_20260108,2026-01-08,oper,oper_hab_escrever_diario,True,5,3,15
oper_hst_planejar_dia_20260108,2026-01-08,oper,oper_hab_planejar_dia,True,15,0,10
oper_hst_beber_2l_de_agua_20260109,2026-01-09,oper,oper_hab_beber_2l_de_agua,True,16,0,2
oper_hst_meditar_10min_20260109,2026-01-09,oper,oper_hab_meditar_10min,True,17,0,10
oper_hst_alongamento_20260109,2026-01-09,oper,oper_hab_alongamento,True,17,0,10
oper_hst_ler_30min_20260109,2026-01-09,oper,oper_hab_ler_30min,True,10,0,30
oper_hst_caminhada_20min_20260109,2026-01-09,oper,oper_hab_caminhada_20min,True,4,0,20
oper_hst_escrever_diario_20260109,2026-01-09,oper,oper_hab_escrever_diario,True,6,3,15
oper_hst_planejar_dia_20260109,2026-01-09,oper,oper_hab_planejar_dia,True,16,0,10
oper_hst_beber_2l_de_agua_20260110,2026-01-10,oper,oper_hab_beber_2l_de_agua,True,17,0,2
oper_hst_meditar_10min_20260110,2026-01-10,oper,oper_hab_meditar_10min,True,18,0,10
oper_hst_alongamento_20260110,2026-01-10,oper,oper_hab_alongamento,True,18,0,10
oper_hst_ler_30min_20260110,2026-01-10,oper,oper_hab_ler_30min,True,11,0,30
oper_hst_caminhada_20min_20260110,2026-01-10,oper,oper_hab_caminhada_20min,False,4,0,0
oper_hst_escrever_diario_20260110,2026-01-10,oper,oper_hab_escrever_diario,True,7,3,15
oper_hst_planejar_dia_20260110,2026-01-10,oper,oper_hab_planejar_dia,True,17,0,10
oper_hst_beber_2l_de_agua_20260111,2026-01-11,oper,oper_hab_beber_2l_de_agua,True,18,0,2
oper_hst_meditar_10min_20260111,2026-01-11,oper,oper_hab_meditar_10min,True,19,0,10
oper_hst_alongamento_20260111,2026-01-11,oper,oper_hab_alongamento,True,19,0,10
oper_hst_ler_30min_20260111,2026-01-11,oper,oper_hab_ler_30min,True,12,0,30
oper_hst_caminhada_20min_20260111,2026-01-11,oper,oper_hab_caminhada_20min,True,5,0,20
oper_hst_escrever_diario_20260111,2026-01-11,oper,oper_hab_escrever_diario,True,8,3,15
oper_hst_planejar_dia_20260111,2026-01-11,oper,oper_hab_planejar_dia,True,18,0,10
oper_hst_beber_2l_de_agua_20260112,2026-01-12,oper,oper_hab_beber_2l_de_agua,True,19,0,2
oper_hst_meditar_10min_20260112,2026-01-12,oper,oper_hab_meditar_10min,True,20,0,10
oper_hst_alongamento_20260112,2026-01-12,oper,oper_hab_alongamento,True,1,1,10
oper_hst_ler_30min_20260112,2026-01-12,oper,oper_hab_ler_30min,True,13,0,30
oper_hst_caminhada_20min_20260112,2026-01-12,oper,oper_hab_caminhada_20min,True,6,0,20
oper_hst_escrever_diario_20260112,2026-01-12,oper,oper_hab_escrever_diario,True,9,3,15
oper_hst_planejar_dia_20260112,2026-01-12,oper,oper_hab_planejar_dia,False,18,0,0
oper_hst_beber_2l_de_agua_20260113,2026-01-13,oper,oper_hab_beber_2l_de_agua,True,20,0,2
oper_hst_meditar_10min_20260113,2026-01-13,oper,oper_hab_meditar_10min,True,21,0,10
oper_hst_alongamento_20260113,2026-01-13,oper,oper_hab_alongamento,True,1,2,10
oper_hst_ler_30min_20260113,2026-01-13,oper,oper_hab_ler_30min,True,14,0,30
oper_hst_caminhada_20min_20260113,2026-01-13,oper,oper_hab_caminhada_20min,True,7,0,20
oper_hst_ligar_familia_20260113,2026-01-13,oper,oper_hab_ligar_familia,True,1,0,15
oper_hst_escrever_diario_20260113,2026-01-13,oper,oper_hab_escrever_diario,True,10,3,15
oper_hst_planejar_dia_20260113,2026-01-13,oper,oper_hab_planejar_dia,True,19,0,10
oper_hst_beber_2l_de_agua_20260114,2026-01-14,oper,oper_hab_beber_2l_de_agua,True,21,0,2
oper_hst_meditar_10min_20260114,2026-01-14,oper,oper_hab_meditar_10min,True,22,0,10
oper_hst_alongamento_20260114,2026-01-14,oper,oper_hab_alongamento,True,1,3,10
oper_hst_ler_30min_20260114,2026-01-14,oper,oper_hab_ler_30min,True,15,0,30
oper_hst_caminhada_20min_20260114,2026-01-14,oper,oper_hab_caminhada_20min,True,8,0,20
oper_hst_ligar_familia_20260114,2026-01-14,oper,oper_hab_ligar_familia,True,2,0,15
oper_hst_escrever_diario_20260114,2026-01-14,oper,oper_hab_escrever_diario,True,11,3,15
oper_hst_planejar_dia_20260114,2026-01-14,oper,oper_hab_planejar_dia,True,20,0,10
oper_hst_beber_2l_de_agua_20260115,2026-01-15,oper,oper_hab_beber_2l_de_agua,True,22,0,2
oper_hst_meditar_10min_20260115,2026-01-15,oper,oper_hab_meditar_10min,True,23,0,10
oper_hst_alongamento_20260115,2026-01-15,oper,oper_hab_alongamento,True,2,3,10
oper_hst_ler_30min_20260115,2026-01-15,oper,oper_hab_ler_30min,True,16,0,30
oper_hst_caminhada_20min_20260115,2026-01-15,oper,oper_hab_caminhada_20min,True,9,0,20
oper_hst_ligar_familia_20260115,2026-01-15,oper,oper_hab_ligar_familia,True,3,0,15
oper_hst_escrever_diario_20260115,2026-01-15,oper,oper_hab_escrever_diario,True,12,3,15
oper_hst_planejar_dia_20260115,2026-01-15,oper,oper_hab_planejar_dia,True,21,0,10
oper_hst_beber_2l_de_agua_20260116,2026-01-16,oper,oper_hab_beber_2l_de_agua,True,23,0,2
oper_hst_meditar_10min_20260116,2026-01-16,oper,oper_hab_meditar_10min,True,24,0,10
oper_hst_alongamento_20260116,2026-01-16,oper,oper_hab_alongamento,True,3,3,10
oper_hst_ler_30min_20260116,2026-01-16,oper,oper_hab_ler_30min,True,17,0,30
oper_hst_caminhada_20min_20260116,2026-01-16,oper,oper_hab_caminhada_20min,True,10,0,20
oper_hst_ligar_familia_20260116,2026-01-16,oper,oper_hab_ligar_familia,False,3,0,0
oper_hst_escrever_diario_20260116,2026-01-16,oper,oper_hab_escrever_diario,True,13,3,15
oper_hst_planejar_dia_20260116,2026-01-16,oper,oper_hab_planejar_dia,True,22,0,10
oper_hst_beber_2l_de_agua_20260117,2026-01-17,oper,oper_hab_beber_2l_de_agua,True,24,0,2
oper_hst_meditar_10min_20260117,2026-01-17,oper,oper_hab_meditar_10min,True,25,0,10
oper_hst_alongamento_20260117,2026-01-17,oper,oper_hab_alongamento,True,4,3,10
oper_hst_ler_30min_20260117,2026-01-17,oper,oper_hab_ler_30min,True,18,0,30
oper_hst_caminhada_20min_20260117,2026-01-17,oper,oper_hab_caminhada_20min,True,11,0,20
oper_hst_ligar_familia_20260117,2026-01-17,oper,oper_hab_ligar_familia,True,4,0,15
oper_hst_escrever_diario_20260117,2026-01-17,oper,oper_hab_escrever_diario,True,14,3,15
oper_hst_planejar_dia_20260117,2026-01-17,oper,oper_hab_planejar_dia,True,23,0,10
oper_hst_beber_2l_de_agua_20260118,2026-01-18,oper,oper_hab_beber_2l_de_agua,True,25,0,2
oper_hst_meditar_10min_20260118,2026-01-18,oper,oper_hab_meditar_10min,True,26,0,10
oper_hst_alongamento_20260118,2026-01-18,oper,oper_hab_alongamento,True,5,3,10
oper_hst_ler_30min_20260118,2026-01-18,oper,oper_hab_ler_30min,True,19,0,30
oper_hst_caminhada_20min_20260118,2026-01-18,oper,oper_hab_caminhada_20min,True,12,0,20
oper_hst_ligar_familia_20260118,2026-01-18,oper,oper_hab_ligar_familia,True,5,0,15
oper_hst_escrever_diario_20260118,2026-01-18,oper,oper_hab_escrever_diario,True,15,3,15
oper_hst_planejar_dia_20260118,2026-01-18,oper,oper_hab_planejar_dia,True,24,0,10
oper_hst_beber_2l_de_agua_20260119,2026-01-19,oper,oper_hab_beber_2l_de_agua,True,26,0,2
oper_hst_meditar_10min_20260119,2026-01-19,oper,oper_hab_meditar_10min,True,27,0,10
oper_hst_alongamento_20260119,2026-01-19,oper,oper_hab_alongamento,True,6,3,10
oper_hst_ler_30min_20260119,2026-01-19,oper,oper_hab_ler_30min,True,20,0,30
oper_hst_caminhada_20min_20260119,2026-01-19,oper,oper_hab_caminhada_20min,True,13,0,20
oper_hst_ligar_familia_20260119,2026-01-19,oper,oper_hab_ligar_familia,True,6,0,15
oper_hst_escrever_diario_20260119,2026-01-19,oper,oper_hab_escrever_diario,True,16,3,15
oper_hst_planejar_dia_20260119,2026-01-19,oper,oper_hab_planejar_dia,True,25,0,10
oper_hst_beber_2l_de_agua_20260120,2026-01-20,oper,oper_hab_beber_2l_de_agua,True,27,0,2
oper_hst_meditar_10min_20260120,2026-01-20,oper,oper_hab_meditar_10min,True,28,0,10
oper_hst_alongamento_20260120,2026-01-20,oper,oper_hab_alongamento,True,7,3,10
oper_hst_ler_30min_20260120,2026-01-20,oper,oper_hab_ler_30min,True,21,0,30
oper_hst_caminhada_20min_20260120,2026-01-20,oper,oper_hab_caminhada_20min,True,14,0,20
oper_hst_ligar_familia_20260120,2026-01-20,oper,oper_hab_ligar_familia,True,7,0,15
oper_hst_escrever_diario_20260120,2026-01-20,oper,oper_hab_escrever_diario,True,17,3,15
oper_hst_planejar_dia_20260120,2026-01-20,oper,oper_hab_planejar_dia,True,26,0,10
oper_hst_beber_2l_de_agua_20260121,2026-01-21,oper,oper_hab_beber_2l_de_agua,True,28,0,2
oper_hst_meditar_10min_20260121,2026-01-21,oper,oper_hab_meditar_10min,True,29,0,10
oper_hst_alongamento_20260121,2026-01-21,oper,oper_hab_alongamento,True,8,3,10
oper_hst_ler_30min_20260121,2026-01-21,oper,oper_hab_ler_30min,True,22,0,30
oper_hst_caminhada_20min_20260121,2026-01-21,oper,oper_hab_caminhada_20min,True,15,0,20
oper_hst_ligar_familia_20260121,2026-01-21,oper,oper_hab_ligar_familia,True,8,0,15
oper_hst_escrever_diario_20260121,2026-01-21,oper,oper_hab_escrever_diario,True,18,3,15
oper_hst_planejar_dia_20260121,2026-01-21,oper,oper_hab_planejar_dia,True,27,0,10
oper_hst_beber_2l_de_agua_20260122,2026-01-22,oper,oper_hab_beber_2l_de_agua,True,29,0,2
oper_hst_meditar_10min_20260122,2026-01-22,oper,oper_hab_meditar_10min,True,30,0,10
oper_hst_alongamento_20260122,2026-01-22,oper,oper_hab_alongamento,True,9,3,10
oper_hst_ler_30min_20260122,2026-01-22,oper,oper_hab_ler_30min,True,23,0,30
oper_hst_caminhada_20min_20260122,2026-01-22,oper,oper_hab_caminhada_20min,True,16,0,20
oper_hst_ligar_familia_20260122,2026-01-22,oper,oper_hab_ligar_familia,True,9,0,15
oper_hst_escrever_diario_20260122,2026-01-22,oper,oper_hab_escrever_diario,True,19,3,15
oper_hst_planejar_dia_20260122,2026-01-22,oper,oper_hab_planejar_dia,True,28,0,10
oper_hst_beber_2l_de_agua_20260123,2026-01-23,oper,oper_hab_beber_2l_de_agua,True,30,0,2
oper_hst_meditar_10min_20260123,2026-01-23,oper,oper_hab_meditar_10min,True,31,0,10
oper_hst_alongamento_20260123,2026-01-23,oper,oper_hab_alongamento,True,10,3,10
oper_hst_ler_30min_20260123,2026-01-23,oper,oper_hab_ler_30min,True,24,0,30
oper_hst_caminhada_20min_20260123,2026-01-23,oper,oper_hab_caminhada_20min,True,17,0,20
oper_hst_ligar_familia_20260123,2026-01-23,oper,oper_hab_ligar_familia,True,10,0,15
oper_hst_escrever_diario_20260123,2026-01-23,oper,oper_hab_escrever_diario,True,20,3,15
oper_hst_planejar_dia_20260123,2026-01-23,oper,oper_hab_planejar_dia,True,29,0,10
oper_hst_beber_2l_de_agua_20260124,2026-01-24,oper,oper_hab_beber_2l_de_agua,True,31,0,2
oper_hst_meditar_10min_20260124,2026-01-24,oper,oper_hab_meditar_10min,True,32,0,10
oper_hst_alongamento_20260124,2026-01-24,oper,oper_hab_alongamento,True,11,3,10
oper_hst_ler_30min_20260124,2026-01-24,oper,oper_hab_ler_30min,True,25,0,30
oper_hst_caminhada_20min_20260124,2026-01-24,oper,oper_hab_caminhada_20min,True,18,0,20
oper_hst_ligar_familia_20260124,2026-01-24,oper,oper_hab_ligar_familia,False,10,0,0
oper_hst_escrever_diario_20260124,2026-01-24,oper,oper_hab_escrever_diario,True,21,3,15
oper_hst_planejar_dia_20260124,2026-01-24,oper,oper_hab_planejar_dia,True,30,0,10
oper_hst_beber_2l_de_agua_20260125,2026-01-25,oper,oper_hab_beber_2l_de_agua,True,32,0,2
oper_hst_meditar_10min_20260125,2026-01-25,oper,oper_hab_meditar_10min,True,33,0,10
oper_hst_alongamento_20260125,2026-01-25,oper,oper_hab_alongamento,True,12,3,10
oper_hst_ler_30min_20260125,2026-01-25,oper,oper_hab_ler_30min,True,26,0,30
oper_hst_caminhada_20min_20260125,2026-01-25,oper,oper_hab_caminhada_20min,True,19,0,20
oper_hst_ligar_familia_20260125,2026-01-25,oper,oper_hab_ligar_familia,True,11,0,15
oper_hst_escrever_diario_20260125,2026-01-25,oper,oper_hab_escrever_diario,True,22,3,15
oper_hst_planejar_dia_20260125,2026-01-25,oper,oper_hab_planejar_dia,True,31,0,10
oper_hst_beber_2l_de_agua_20260126,2026-01-26,oper,oper_hab_beber_2l_de_agua,True,33,0,2
oper_hst_meditar_10min_20260126,2026-01-26,oper,oper_hab_meditar_10min,True,34,0,10
oper_hst_alongamento_20260126,2026-01-26,oper,oper_hab_alongamento,True,13,3,10
oper_hst_ler_30min_20260126,2026-01-26,oper,oper_hab_ler_30min,True,27,0,30
oper_hst_caminhada_20min_20260126,2026-01-26,oper,oper_hab_caminhada_20min,True,20,0,20
oper_hst_ligar_familia_20260126,2026-01-26,oper,oper_hab_ligar_familia,True,12,0,15
oper_hst_escrever_diario_20260126,2026-01-26,oper,oper_hab_escrever_diario,True,23,3,15
oper_hst_planejar_dia_20260126,2026-01-26,oper,oper_hab_planejar_dia,True,32,0,10
oper_hst_beber_2l_de_agua_20260127,2026-01-27,oper,oper_hab_beber_2l_de_agua,True,34,0,2
oper_hst_meditar_10min_20260127,2026-01-27,oper,oper_hab_meditar_10min,True,35,0,10
oper_hst_alongamento_20260127,2026-01-27,oper,oper_hab_alongamento,True,14,3,10
oper_hst_ler_30min_20260127,2026-01-27,oper,oper_hab_ler_30min,True,28,0,30
oper_hst_caminhada_20min_20260127,2026-01-27,oper,oper_hab_caminhada_20min,True,21,0,20
oper_hst_ligar_familia_20260127,2026-01-27,oper,oper_hab_ligar_familia,True,13,0,15
oper_hst_escrever_diario_20260127,2026-01-27,oper,oper_hab_escrever_diario,True,24,3,15
oper_hst_planejar_dia_20260127,2026-01-27,oper,oper_hab_planejar_dia,True,33,0,10
oper_hst_beber_2l_de_agua_20260128,2026-01-28,oper,oper_hab_beber_2l_de_agua,False,34,0,0
oper_hst_meditar_10min_20260128,2026-01-28,oper,oper_hab_meditar_10min,True,36,0,10
oper_hst_alongamento_20260128,2026-01-28,oper,oper_hab_alongamento,False,14,3,0
oper_hst_ler_30min_20260128,2026-01-28,oper,oper_hab_ler_30min,False,28,0,0
oper_hst_caminhada_20min_20260128,2026-01-28,oper,oper_hab_caminhada_20min,True,22,0,20
oper_hst_ligar_familia_20260128,2026-01-28,oper,oper_hab_ligar_familia,False,13,0,0
oper_hst_escrever_diario_20260128,2026-01-28,oper,oper_hab_escrever_diario,True,25,3,15
oper_hst_planejar_dia_20260128,2026-01-28,oper,oper_hab_planejar_dia,False,33,0,0
oper_hst_beber_2l_de_agua_20260129,2026-01-29,oper,oper_hab_beber_2l_de_agua,True,35,0,2
oper_hst_meditar_10min_20260129,2026-01-29,oper,oper_hab_meditar_10min,True,37,0,10
oper_hst_alongamento_20260129,2026-01-29,oper,oper_hab_alongamento,True,15,3,10
oper_hst_ler_30min_20260129,2026-01-29,oper,oper_hab_ler_30min,True,29,0,30
oper_hst_caminhada_20min_20260129,2026-01-29,oper,oper_hab_caminhada_20min,True,23,0,20
oper_hst_ligar_familia_20260129,2026-01-29,oper,oper_hab_ligar_familia,True,14,0,15
oper_hst_escrever_diario_20260129,2026-01-29,oper,oper_hab_escrever_diario,True,26,3,15
oper_hst_planejar_dia_20260129,2026-01-29,oper,oper_hab_planejar_dia,False,33,0,0
oper_hst_beber_2l_de_agua_20260130,2026-01-30,oper,oper_hab_beber_2l_de_agua,True,36,0,2
oper_hst_meditar_10min_20260130,2026-01-30,oper,oper_hab_meditar_10min,True,38,0,10
oper_hst_alongamento_20260130,2026-01-30,oper,oper_hab_alongamento,True,16,3,10
oper_hst_ler_30min_20260130,2026-01-30,oper,oper_hab_ler_30min,True,30,0,30
oper_hst_caminhada_20min_20260130,2026-01-30,oper,oper_hab_caminhada_20min,True,24,0,20
oper_hst_ligar_familia_20260130,2026-01-30,oper,oper_hab_ligar_familia,True,15,0,15
oper_hst_escrever_diario_20260130,2026-01-30,oper,oper_hab_escrever_diario,True,27,3,15
oper_hst_planejar_dia_20260130,2026-01-30,oper,oper_hab_planejar_dia,True,34,0,10
oper_hst_beber_2l_de_agua_20260131,2026-01-31,oper,oper_hab_beber_2l_de_agua,True,37,0,2
oper_hst_meditar_10min_20260131,2026-01-31,oper,oper_hab_meditar_10min,True,39,0,10
oper_hst_alongamento_20260131,2026-01-31,oper,oper_hab_alongamento,True,17,3,10
oper_hst_ler_30min_20260131,2026-01-31,oper,oper_hab_ler_30min,True,31,0,30
oper_hst_caminhada_20min_20260131,2026-01-31,oper,oper_hab_caminhada_20min,True,25,0,20
oper_hst_ligar_familia_20260131,2026-01-31,oper,oper_hab_ligar_familia,True,16,0,15
oper_hst_escrever_diario_20260131,2026-01-31,oper,oper_hab_escrever_diario,True,28,3,15
oper_hst_planejar_dia_20260131,2026-01-31,oper,oper_hab_planejar_dia,True,35,0,10
oper_hst_beber_2l_de_agua_20260201,2026-02-01,oper,oper_hab_beber_2l_de_agua,True,38,0,2
oper_hst_meditar_10min_20260201,2026-02-01,oper,oper_hab_meditar_10min,True,40,0,10
oper_hst_alongamento_20260201,2026-02-01,oper,oper_hab_alongamento,True,18,3,10
oper_hst_ler_30min_20260201,2026-02-01,oper,oper_hab_ler_30min,True,32,0,30
oper_hst_caminhada_20min_20260201,2026-02-01,oper,oper_hab_caminhada_20min,True,26,0,20
oper_hst_ligar_familia_20260201,2026-02-01,oper,oper_hab_ligar_familia,False,16,0,0
oper_hst_escrever_diario_20260201,2026-02-01,oper,oper_hab_escrever_diario,True,29,3,15
oper_hst_planejar_dia_20260201,2026-02-01,oper,oper_hab_planejar_dia,True,36,0,10
