entity_type,id,date,cluster
habit_state,oper_hst_meditar_10min_20251226,2025-12-26,oper
habit_state,oper_hst_alongamento_20251226,2025-12-26,oper
habit_state,oper_hst_escrever_diario_20251226,2025-12-26,oper
habit_state,oper_hst_planejar_dia_20251226,2025-12-26,oper
sleep_record,oper_sle_20251226,2025-12-26,oper
qhe_metrics,oper_qhe_20251226,2025-12-26,oper
policy_decision,oper_pol_20251226,2025-12-26,oper
day_context,oper_ctx_20251226,2025-12-26,oper
journal_entry,oper_jrn_20251226_AM,2025-12-26,oper
journal_entry,oper_jrn_20251226_PM,2025-12-26,oper
pomodoro_round,oper_pom_20251226_0001,2025-12-26,oper
pomodoro_round,oper_pom_20251226_0002,2025-12-26,oper
pomodoro_round,oper_pom_20251226_0003,2025-12-26,oper
pomodoro_round,oper_pom_20251226_0004,2025-12-26,oper
pomodoro_round,oper_pom_20251226_0005,2025-12-26,oper
pomodoro_round,oper_pom_20251226_0006,2025-12-26,oper
pomodoro_round,oper_pom_20251226_0007,2025-12-26,oper
pomodoro_round,oper_pom_20251226_0008,2025-12-26,oper
pomodoro_round,oper_pom_20251226_0009,2025-12-26,oper
pomodoro_round,oper_pom_20251226_0010,2025-12-26,oper
pomodoro_round,oper_pom_20251226_0011,2025-12-26,oper
daily_reflection,oper_ref_20251226,2025-12-26,oper
lunch_record,oper_lun_20251226,2025-12-26,oper
transicao,oper_trn_T1_20251226,2025-12-26,oper
transicao,oper_trn_T2_20251226,2025-12-26,oper
transicao,oper_trn_T3_20251226,2025-12-26,oper
transicao,oper_trn_T4_20251226,2025-12-26,oper
transicao,oper_trn_T5_20251226,2025-12-26,oper
transicao,oper_trn_T6_20251226,2025-12-26,oper
transicao,oper_trn_T7_20251226,2025-12-26,oper
transicao,oper_trn_T8_20251226,2025-12-26,oper
transicao,oper_trn_T9_20251226,2025-12-26,oper
time_block,oper_blk_001_20251226,2025-12-26,oper
time_block,oper_blk_002_20251226,2025-12-26,oper
time_block,oper_blk_003_20251226,2025-12-26,oper
routine_log,oper_rlg_001_20251226,2025-12-26,oper
routine_log,oper_rlg_002_20251226,2025-12-26,oper
routine_log,oper_rlg_003_20251226,2025-12-26,oper
routine_log,oper_rlg_004_20251226,2025-12-26,oper
routine_log,oper_rlg_005_20251226,2025-12-26,oper
routine_log,oper_rlg_006_20251226,2025-12-26,oper
habit_state,oper_hst_beber_2l_de_agua_20251227,2025-12-27,oper
habit_state,oper_hst_meditar_10min_20251227,2025-12-27,oper
habit_state,oper_hst_alongamento_20251227,2025-12-27,oper
habit_state,oper_hst_escrever_diario_20251227,2025-12-27,oper
habit_state,oper_hst_planejar_dia_20251227,2025-12-27,oper
sleep_record,oper_sle_20251227,2025-12-27,oper
qhe_metrics,oper_qhe_20251227,2025-12-27,oper
policy_decision,oper_pol_20251227,2025-12-27,oper
day_context,oper_ctx_20251227,2025-12-27,oper
journal_entry,oper_jrn_20251227_AM,2025-12-27,oper
journal_entry,oper_jrn_20251227_PM,2025-12-27,oper
pomodoro_round,oper_pom_20251227_0001,2025-12-27,oper
pomodoro_round,oper_pom_20251227_0002,2025-12-27,oper
pomodoro_round,oper_pom_20251227_0003,2025-12-27,oper
pomodoro_round,oper_pom_20251227_0004,2025-12-27,oper
pomodoro_round,oper_pom_20251227_0005,2025-12-27,oper
pomodoro_round,oper_pom_20251227_0006,2025-12-27,oper
pomodoro_round,oper_pom_20251227_0007,2025-12-27,oper
pomodoro_round,oper_pom_20251227_0008,2025-12-27,oper
daily_reflection,oper_ref_20251227,2025-12-27,oper
lunch_record,oper_lun_20251227,2025-12-27,oper
transicao,oper_trn_T1_20251227,2025-12-27,oper
transicao,oper_trn_T2_20251227,2025-12-27,oper
transicao,oper_trn_T3_20251227,2025-12-27,oper
transicao,oper_trn_T4_20251227,2025-12-27,oper
transicao,oper_trn_T5_20251227,2025-12-27,oper
transicao,oper_trn_T6_20251227,2025-12-27,oper
transicao,oper_trn_T7_20251227,2025-12-27,oper
transicao,oper_trn_T8_20251227,2025-12-27,oper
transicao,oper_trn_T9_20251227,2025-12-27,oper
ajuste_fino,oper_adj_20251227_01,2025-12-27,oper
time_block,oper_blk_001_20251227,2025-12-27,oper
time_block,oper_blk_002_20251227,2025-12-27,oper
time_block,oper_blk_003_20251227,2025-12-27,oper
routine_log,oper_rlg_001_20251227,2025-12-27,oper
routine_log,oper_rlg_002_20251227,2025-12-27,oper
routine_log,oper_rlg_003_20251227,2025-12-27,oper
routine_log,oper_rlg_004_20251227,2025-12-27,oper
routine_log,oper_rlg_005_20251227,2025-12-27,oper
routine_log,oper_rlg_006_20251227,2025-12-27,oper
habit_state,oper_hst_beber_2l_de_agua_20251228,2025-12-28,oper
habit_state,oper_hst_meditar_10min_20251228,2025-12-28,oper
habit_state,oper_hst_alongamento_20251228,2025-12-28,oper
habit_state,oper_hst_escrever_diario_20251228,2025-12-28,oper
habit_state,oper_hst_planejar_dia_20251228,2025-12-28,oper
sleep_record,oper_sle_20251228,2025-12-28,oper
qhe_metrics,oper_qhe_20251228,2025-12-28,oper
policy_decision,oper_pol_20251228,2025-12-28,oper
day_context,oper_ctx_20251228,2025-12-28,oper
journal_entry,oper_jrn_20251228_AM,2025-12-28,oper
journal_entry,oper_jrn_20251228_PM,2025-12-28,oper
pomodoro_round,oper_pom_20251228_0001,2025-12-28,oper
pomodoro_round,oper_pom_20251228_0002,2025-12-28,oper
pomodoro_round,oper_pom_20251228_0003,2025-12-28,oper
pomodoro_round,oper_pom_20251228_0004,2025-12-28,oper
pomodoro_round,oper_pom_20251228_0005,2025-12-28,oper
pomodoro_round,oper_pom_20251228_0006,2025-12-28,oper
pomodoro_round,oper_pom_20251228_0007,2025-12-28,oper
pomodoro_round,oper_pom_20251228_0008,2025-12-28,oper
daily_reflection,oper_ref_20251228,2025-12-28,oper
lunch_record,oper_lun_20251228,2025-12-28,oper
transicao,oper_trn_T1_20251228,2025-12-28,oper
transicao,oper_trn_T2_20251228,2025-12-28,oper
transicao,oper_trn_T3_20251228,2025-12-28,oper
transicao,oper_trn_T4_20251228,2025-12-28,oper
transicao,oper_trn_T5_20251228,2025-12-28,oper
transicao,oper_trn_T6_20251228,2025-12-28,oper
transicao,oper_trn_T7_20251228,2025-12-28,oper
transicao,oper_trn_T8_20251228,2025-12-28,oper
transicao,oper_trn_T9_20251228,2025-12-28,oper
time_block,oper_blk_001_20251228,2025-12-28,oper
time_block,oper_blk_002_20251228,2025-12-28,oper
time_block,oper_blk_003_20251228,2025-12-28,oper
routine_log,oper_rlg_001_20251228,2025-12-28,oper
routine_log,oper_rlg_002_20251228,2025-12-28,oper
routine_log,oper_rlg_003_20251228,2025-12-28,oper
routine_log,oper_rlg_004_20251228,2025-12-28,oper
routine_log,oper_rlg_005_20251228,2025-12-28,oper
routine_log,oper_rlg_006_20251228,2025-12-28,oper
habit_state,oper_hst_beber_2l_de_agua_20251229,2025-12-29,oper
habit_state,oper_hst_meditar_10min_20251229,2025-12-29,oper
habit_state,oper_hst_alongamento_20251229,2025-12-29,oper
habit_state,oper_hst_escrever_diario_20251229,2025-12-29,oper
habit_state,oper_hst_planejar_dia_20251229,2025-12-29,oper
sleep_record,oper_sle_20251229,2025-12-29,oper
qhe_metrics,oper_qhe_20251229,2025-12-29,oper
policy_decision,oper_pol_20251229,2025-12-29,oper
day_context,oper_ctx_20251229,2025-12-29,oper
journal_entry,oper_jrn_20251229_AM,2025-12-29,oper
journal_entry,oper_jrn_20251229_PM,2025-12-29,oper
pomodoro_round,oper_pom_20251229_0001,2025-12-29,oper
pomodoro_round,oper_pom_20251229_0002,2025-12-29,oper
pomodoro_round,oper_pom_20251229_0003,2025-12-29,oper
pomodoro_round,oper_pom_20251229_0004,2025-12-29,oper
pomodoro_round,oper_pom_20251229_0005,2025-12-29,oper
pomodoro_round,oper_pom_20251229_0006,2025-12-29,oper
pomodoro_round,oper_pom_20251229_0007,2025-12-29,oper
pomodoro_round,oper_pom_20251229_0008,2025-12-29,oper
daily_reflection,oper_ref_20251229,2025-12-29,oper
lunch_record,oper_lun_20251229,2025-12-29,oper
transicao,oper_trn_T1_20251229,2025-12-29,oper
transicao,oper_trn_T2_20251229,2025-12-29,oper
transicao,oper_trn_T3_20251229,2025-12-29,oper
transicao,oper_trn_T4_20251229,2025-12-29,oper
transicao,oper_trn_T5_20251229,2025-12-29,oper
transicao,oper_trn_T6_20251229,2025-12-29,oper
transicao,oper_trn_T7_20251229,2025-12-29,oper
transicao,oper_trn_T8_20251229,2025-12-29,oper
transicao,oper_trn_T9_20251229,2025-12-29,oper
time_block,oper_blk_001_20251229,2025-12-29,oper
time_block,oper_blk_002_20251229,2025-12-29,oper
time_block,oper_blk_003_20251229,2025-12-29,oper
routine_log,oper_rlg_001_20251229,2025-12-29,oper
routine_log,oper_rlg_002_20251229,2025-12-29,oper
routine_log,oper_rlg_003_20251229,2025-12-29,oper
routine_log,oper_rlg_004_20251229,2025-12-29,oper
routine_log,oper_rlg_005_20251229,2025-12-29,oper
routine_log,oper_rlg_006_20251229,2025-12-29,oper
habit_state,oper_hst_beber_2l_de_agua_20251230,2025-12-30,oper
habit_state,oper_hst_meditar_10min_20251230,2025-12-30,oper
habit_state,oper_hst_alongamento_20251230,2025-12-30,oper
habit_state,oper_hst_ler_30min_20251230,2025-12-30,oper
habit_state,oper_hst_escrever_diario_20251230,2025-12-30,oper
habit_state,oper_hst_planejar_dia_20251230,2025-12-30,oper
sleep_record,oper_sle_20251230,2025-12-30,oper
qhe_metrics,oper_qhe_20251230,2025-12-30,oper
policy_decision,oper_pol_20251230,2025-12-30,oper
day_context,oper_ctx_20251230,2025-12-30,oper
journal_entry,oper_jrn_20251230_AM,2025-12-30,oper
journal_entry,oper_jrn_20251230_PM,2025-12-30,oper
pomodoro_round,oper_pom_20251230_0001,2025-12-30,oper
pomodoro_round,oper_pom_20251230_0002,2025-12-30,oper
pomodoro_round,oper_pom_20251230_0003,2025-12-30,oper
pomodoro_round,oper_pom_20251230_0004,2025-12-30,oper
pomodoro_round,oper_pom_20251230_0005,2025-12-30,oper
pomodoro_round,oper_pom_20251230_0006,2025-12-30,oper
pomodoro_round,oper_pom_20251230_0007,2025-12-30,oper
pomodoro_round,oper_pom_20251230_0008,2025-12-30,oper
pomodoro_round,oper_pom_20251230_0009,2025-12-30,oper
pomodoro_round,oper_pom_20251230_0010,2025-12-30,oper
pomodoro_round,oper_pom_20251230_0011,2025-12-30,oper
daily_reflection,oper_ref_20251230,2025-12-30,oper
lunch_record,oper_lun_20251230,2025-12-30,oper
transicao,oper_trn_T1_20251230,2025-12-30,oper
transicao,oper_trn_T2_20251230,2025-12-30,oper
transicao,oper_trn_T3_20251230,2025-12-30,oper
transicao,oper_trn_T4_20251230,2025-12-30,oper
transicao,oper_trn_T5_20251230,2025-12-30,oper
transicao,oper_trn_T6_20251230,2025-12-30,oper
transicao,oper_trn_T7_20251230,2025-12-30,oper
transicao,oper_trn_T8_20251230,2025-12-30,oper
transicao,oper_trn_T9_20251230,2025-12-30,oper
time_block,oper_blk_001_20251230,2025-12-30,oper
time_block,oper_blk_002_20251230,2025-12-30,oper
time_block,oper_blk_003_20251230,2025-12-30,oper
routine_log,oper_rlg_001_20251230,2025-12-30,oper
routine_log,oper_rlg_002_20251230,2025-12-30,oper
routine_log,oper_rlg_003_20251230,2025-12-30,oper
routine_log,oper_rlg_004_20251230,2025-12-30,oper
routine_log,oper_rlg_005_20251230,2025-12-30,oper
routine_log,oper_rlg_006_20251230,2025-12-30,oper
habit_state,oper_hst_beber_2l_de_agua_20251231,2025-12-31,oper
habit_state,oper_hst_meditar_10min_20251231,2025-12-31,oper
habit_state,oper_hst_alongamento_20251231,2025-12-31,oper
habit_state,oper_hst_ler_30min_20251231,2025-12-31,oper
habit_state,oper_hst_escrever_diario_20251231,2025-12-31,oper
habit_state,oper_hst_planejar_dia_20251231,2025-12-31,oper
sleep_record,oper_sle_20251231,2025-12-31,oper
qhe_metrics,oper_qhe_20251231,2025-12-31,oper
policy_decision,oper_pol_20251231,2025-12-31,oper
day_context,oper_ctx_20251231,2025-12-31,oper
journal_entry,oper_jrn_20251231_AM,2025-12-31,oper
journal_entry,oper_jrn_20251231_PM,2025-12-31,oper
pomodoro_round,oper_pom_20251231_0001,2025-12-31,oper
pomodoro_round,oper_pom_20251231_0002,2025-12-31,oper
pomodoro_round,oper_pom_20251231_0003,2025-12-31,oper
pomodoro_round,oper_pom_20251231_0004,2025-12-31,oper
pomodoro_round,oper_pom_20251231_0005,2025-12-31,oper
pomodoro_round,oper_pom_20251231_0006,2025-12-31,oper
pomodoro_round,oper_pom_20251231_0007,2025-12-31,oper
pomodoro_round,oper_pom_20251231_0008,2025-12-31,oper
pomodoro_round,oper_pom_20251231_0009,2025-12-31,oper
pomodoro_round,oper_pom_20251231_0010,2025-12-31,oper
pomodoro_round,oper_pom_20251231_0011,2025-12-31,oper
daily_reflection,oper_ref_20251231,2025-12-31,oper
lunch_record,oper_lun_20251231,2025-12-31,oper
transicao,oper_trn_T1_20251231,2025-12-31,oper
transicao,oper_trn_T2_20251231,2025-12-31,oper
transicao,oper_trn_T3_20251231,2025-12-31,oper
transicao,oper_trn_T4_20251231,2025-12-31,oper
transicao,oper_trn_T5_20251231,2025-12-31,oper
transicao,oper_trn_T6_20251231,2025-12-31,oper
transicao,oper_trn_T7_20251231,2025-12-31,oper
transicao,oper_trn_T8_20251231,2025-12-31,oper
transicao,oper_trn_T9_20251231,2025-12-31,oper
time_block,oper_blk_001_20251231,2025-12-31,oper
time_block,oper_blk_002_20251231,2025-12-31,oper
time_block,oper_blk_003_20251231,2025-12-31,oper
routine_log,oper_rlg_001_20251231,2025-12-31,oper
routine_log,oper_rlg_002_20251231,2025-12-31,oper
routine_log,oper_rlg_003_20251231,2025-12-31,oper
routine_log,oper_rlg_004_20251231,2025-12-31,oper
routine_log,oper_rlg_005_20251231,2025-12-31,oper
routine_log,oper_rlg_006_20251231,2025-12-31,oper
habit_state,oper_hst_beber_2l_de_agua_20260101,2026-01-01,oper
habit_state,oper_hst_meditar_10min_20260101,2026-01-01,oper
habit_state,oper_hst_alongamento_20260101,2026-01-01,oper
habit_state,oper_hst_ler_30min_20260101,2026-01-01,oper
habit_state,oper_hst_escrever_diario_20260101,2026-01-01,oper
habit_state,oper_hst_planejar_dia_20260101,2026-01-01,oper
sleep_record,oper_sle_20260101,2026-01-01,oper
qhe_metrics,oper_qhe_20260101,2026-01-01,oper
policy_decision,oper_pol_20260101,2026-01-01,oper
day_context,oper_ctx_20260101,2026-01-01,oper
journal_entry,oper_jrn_20260101_AM,2026-01-01,oper
journal_entry,oper_jrn_20260101_PM,2026-01-01,oper
pomodoro_round,oper_pom_20260101_0001,2026-01-01,oper
pomodoro_round,oper_pom_20260101_0002,2026-01-01,oper
pomodoro_round,oper_pom_20260101_0003,2026-01-01,oper
pomodoro_round,oper_pom_20260101_0004,2026-01-01,oper
pomodoro_round,oper_pom_20260101_0005,2026-01-01,oper
pomodoro_round,oper_pom_20260101_0006,2026-01-01,oper
pomodoro_round,oper_pom_20260101_0007,2026-01-01,oper
pomodoro_round,oper_pom_20260101_0008,2026-01-01,oper
pomodoro_round,oper_pom_20260101_0009,2026-01-01,oper
pomodoro_round,oper_pom_20260101_0010,2026-01-01,oper
pomodoro_round,oper_pom_20260101_0011,2026-01-01,oper
daily_reflection,oper_ref_20260101,2026-01-01,oper
lunch_record,oper_lun_20260101,2026-01-01,oper
transicao,oper_trn_T1_20260101,2026-01-01,oper
transicao,oper_trn_T2_20260101,2026-01-01,oper
transicao,oper_trn_T3_20260101,2026-01-01,oper
transicao,oper_trn_T4_20260101,2026-01-01,oper
transicao,oper_trn_T5_20260101,2026-01-01,oper
transicao,oper_trn_T6_20260101,2026-01-01,oper
transicao,oper_trn_T7_20260101,2026-01-01,oper
transicao,oper_trn_T8_20260101,2026-01-01,oper
transicao,oper_trn_T9_20260101,2026-01-01,oper
time_block,oper_blk_001_20260101,2026-01-01,oper
time_block,oper_blk_002_20260101,2026-01-01,oper
time_block,oper_blk_003_20260101,2026-01-01,oper
routine_log,oper_rlg_001_20260101,2026-01-01,oper
routine_log,oper_rlg_002_20260101,2026-01-01,oper
routine_log,oper_rlg_003_20260101,2026-01-01,oper
routine_log,oper_rlg_004_20260101,2026-01-01,oper
routine_log,oper_rlg_005_20260101,2026-01-01,oper
routine_log,oper_rlg_006_20260101,2026-01-01,oper
habit_state,oper_hst_beber_2l_de_agua_20260102,2026-01-02,oper
habit_state,oper_hst_meditar_10min_20260102,2026-01-02,oper
habit_state,oper_hst_alongamento_20260102,2026-01-02,oper
habit_state,oper_hst_ler_30min_20260102,2026-01-02,oper
habit_state,oper_hst_escrever_diario_20260102,2026-01-02,oper
habit_state,oper_hst_planejar_dia_20260102,2026-01-02,oper
sleep_record,oper_sle_20260102,2026-01-02,oper
qhe_metrics,oper_qhe_20260102,2026-01-02,oper
policy_decision,oper_pol_20260102,2026-01-02,oper
day_context,oper_ctx_20260102,2026-01-02,oper
journal_entry,oper_jrn_20260102_AM,2026-01-02,oper
journal_entry,oper_jrn_20260102_PM,2026-01-02,oper
pomodoro_round,oper_pom_20260102_0001,2026-01-02,oper
pomodoro_round,oper_pom_20260102_0002,2026-01-02,oper
pomodoro_round,oper_pom_20260102_0003,2026-01-02,oper
pomodoro_round,oper_pom_20260102_0004,2026-01-02,oper
pomodoro_round,oper_pom_20260102_0005,2026-01-02,oper
pomodoro_round,oper_pom_20260102_0006,2026-01-02,oper
pomodoro_round,oper_pom_20260102_0007,2026-01-02,oper
pomodoro_round,oper_pom_20260102_0008,2026-01-02,oper
pomodoro_round,oper_pom_20260102_0009,2026-01-02,oper
pomodoro_round,oper_pom_20260102_0010,2026-01-02,oper
pomodoro_round,oper_pom_20260102_0011,2026-01-02,oper
daily_reflection,oper_ref_20260102,2026-01-02,oper
lunch_record,oper_lun_20260102,2026-01-02,oper
transicao,oper_trn_T1_20260102,2026-01-02,oper
transicao,oper_trn_T2_20260102,2026-01-02,oper
transicao,oper_trn_T3_20260102,2026-01-02,oper
transicao,oper_trn_T4_20260102,2026-01-02,oper
transicao,oper_trn_T5_20260102,2026-01-02,oper
transicao,oper_trn_T6_20260102,2026-01-02,oper
transicao,oper_trn_T7_20260102,2026-01-02,oper
transicao,oper_trn_T8_20260102,2026-01-02,oper
transicao,oper_trn_T9_20260102,2026-01-02,oper
time_block,oper_blk_001_20260102,2026-01-02,oper
time_block,oper_blk_002_20260102,2026-01-02,oper
time_block,oper_blk_003_20260102,2026-01-02,oper
routine_log,oper_rlg_001_20260102,2026-01-02,oper
routine_log,oper_rlg_002_20260102,2026-01-02,oper
routine_log,oper_rlg_003_20260102,2026-01-02,oper
routine_log,oper_rlg_004_20260102,2026-01-02,oper
routine_log,oper_rlg_005_20260102,2026-01-02,oper
routine_log,oper_rlg_006_20260102,2026-01-02,oper
habit_state,oper_hst_beber_2l_de_agua_20260103,2026-01-03,oper
habit_state,oper_hst_meditar_10min_20260103,2026-01-03,oper
habit_state,oper_hst_alongamento_20260103,2026-01-03,oper
habit_state,oper_hst_ler_30min_20260103,2026-01-03,oper
habit_state,oper_hst_escrever_diario_20260103,2026-01-03,oper
habit_state,oper_hst_planejar_dia_20260103,2026-01-03,oper
sleep_record,oper_sle_20260103,2026-01-03,oper
qhe_metrics,oper_qhe_20260103,2026-01-03,oper
policy_decision,oper_pol_20260103,2026-01-03,oper
day_context,oper_ctx_20260103,2026-01-03,oper
journal_entry,oper_jrn_20260103_AM,2026-01-03,oper
journal_entry,oper_jrn_20260103_PM,2026-01-03,oper
pomodoro_round,oper_pom_20260103_0001,2026-01-03,oper
pomodoro_round,oper_pom_20260103_0002,2026-01-03,oper
pomodoro_round,oper_pom_20260103_0003,2026-01-03,oper
pomodoro_round,oper_pom_20260103_0004,2026-01-03,oper
pomodoro_round,oper_pom_20260103_0005,2026-01-03,oper
pomodoro_round,oper_pom_20260103_0006,2026-01-03,oper
pomodoro_round,oper_pom_20260103_0007,2026-01-03,oper
pomodoro_round,oper_pom_20260103_0008,2026-01-03,oper
daily_reflection,oper_ref_20260103,2026-01-03,oper
lunch_record,oper_lun_20260103,2026-01-03,oper
transicao,oper_trn_T1_20260103,2026-01-03,oper
transicao,oper_trn_T2_20260103,2026-01-03,oper
transicao,oper_trn_T3_20260103,2026-01-03,oper
transicao,oper_trn_T4_20260103,2026-01-03,oper
